"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"WR","Doug Baldwin",5800,"Cle@Sea 04:05PM ET",16.846,"Sea"
"QB","Matt Ryan",5700,"Atl@Jax 01:00PM ET",16.569,"Atl"
"WR","Danny Amendola",5700,"Ten@NE 01:00PM ET",12.612,"NE"
"WR","Michael Crabtree",5700,"GB@Oak 04:05PM ET",15.300,"Oak"
"RB","David Johnson",5700,"Ari@Phi 08:30PM ET",10.869,"Ari"
"TE","Delanie Walker",5600,"Ten@NE 01:00PM ET",15.842,"Ten"
"QB","Eli Manning",5600,"Car@NYG 01:00PM ET",20.454,"NYG"
"QB","Tyrod Taylor",5600,"Buf@Was 01:00PM ET",20.005,"Buf"
"QB","Derek Carr",5600,"GB@Oak 04:05PM ET",19.686,"Oak"
"WR","Allen Hurns",5600,"Atl@Jax 01:00PM ET",16.358,"Jax"
"QB","Philip Rivers",5500,"Mia@SD 04:25PM ET",20.488,"SD"
"WR","Emmanuel Sanders",5500,"Den@Pit 04:25PM ET",14.025,"Den"
"WR","Jeremy Maclin",5500,"KC@Bal 01:00PM ET",16.925,"KC"
"WR","Martavis Bryant",5500,"Den@Pit 04:25PM ET",19.813,"Pit"
"QB","Marcus Mariota",5500,"Ten@NE 01:00PM ET",21.431,"Ten"
"QB","AJ McCarron",5400,"Cin@SF 04:25PM ET",4.670,"Cin"
"QB","Jay Cutler",5300,"Chi@Min 01:00PM ET",17.323,"Chi"
"QB","Brian Hoyer",5200,"Hou@Ind 01:00PM ET",16.568,"Hou"
"QB","Kirk Cousins",5200,"Buf@Was 01:00PM ET",18.103,"Was"
"RB","Eddie Lacy",5200,"GB@Oak 04:05PM ET",10.617,"GB"
"TE","Tyler Eifert",5200,"Cin@SF 04:25PM ET",14.950,"Cin"
"QB","Alex Smith",5100,"KC@Bal 01:00PM ET",17.920,"KC"
"QB","Sam Bradford",5100,"Ari@Phi 08:30PM ET",14.533,"Phi"
"QB","Ryan Tannehill",5100,"Mia@SD 04:25PM ET",17.817,"Mia"
"QB","Blaine Gabbert",5100,"Cin@SF 04:25PM ET",18.436,"SF"
"QB","Brock Osweiler",5100,"Den@Pit 04:25PM ET",11.550,"Den"
